-0.4,,
-0.4,,
-0.4,,
-0.4,,
-0.343301633963054,,
-0.4,,
-0.4,,
-0.4,,
-0.363486801732547,,
-0.399036579369657,,
-0.4,,
-0.364300559815785,,
-0.395045362293266,,
-0.385918162228925,,
-0.4,,
-0.4,,
-0.333984753284231,,
-0.4,,
-0.380003664454685,,
-0.347919051588905,,
-0.4,,
-0.4,,
-0.342226807988968,,
-0.4,,
-0.354070169174694,,
-0.325997287968438,,
-0.317822709848172,,
-0.4,,
-0.4,,
-0.4,,
-0.333232787918214,,
-0.369998081533684,,
-0.4,,
-0.4,,
-0.4,,
-0.3839886716688,,
-0.231749084252423,,
-0.4,,
-0.364903903924139,,
-0.4,,
-0.4,,
-0.334027185728607,,
-0.361583054302786,,
-0.4,,
-0.4,,
-0.383576570619601,,
-0.4,,
-0.4,,
-0.4,,
-0.390156310215776,-0.380126583877507,
-0.375410929120563,-0.379634802459918,
-0.343128682356501,-0.378497376107048,
-0.4,-0.378497376107048,
-0.265266625464499,-0.375802708616338,
-0.4,-0.376936675937077,
-0.345924556551585,-0.375855167068109,
-0.353030034406938,-0.374915767756248,
-0.398397794958937,-0.374883723655427,
-0.4,-0.375613987620776,
-0.384536594578334,-0.375323987924949,
-0.4,-0.375323987924949,
-0.4,-0.376037976728633,
-0.369650870269515,-0.375530086888158,
-0.390067931773979,-0.375613082279059,
-0.280845094825049,-0.37322998417556,
-0.333111900910001,-0.37189222219376,
-0.4,-0.373212527128076,
-0.335789033348059,-0.371928307795037,
-0.4,-0.372328234505943,
-0.4,-0.373369853474165,
-0.4,-0.373369853474165,
-0.344447214460493,-0.372258797763375,
-0.4,-0.373414261603596,
-0.317010463821589,-0.371754470880028,
-0.4,-0.372673067496534,
-0.4,-0.374153121737165,
-0.4,-0.375796667540201,
-0.350731093001989,-0.374811289400241,
-0.4,-0.374811289400241,
-0.361703506879042,-0.374045359537822,
-0.396382139929927,-0.375308346578056,
-0.367861251479849,-0.37526560997698,
-0.350836424783603,-0.374282338472652,
-0.367809671541066,-0.373638531903473,
-0.267714844340212,-0.370992828790277,
-0.288508342448761,-0.369083222205877,
-0.390840308782806,-0.372265046696484,
-0.374465394199374,-0.371754354580472,
-0.4,-0.372456276501989,
-0.327743908229069,-0.37101115466657,
-0.308227866624729,-0.369175711999065,
-0.4,-0.370495168284493,
-0.397200338066606,-0.371207513959769,
-0.354519244875599,-0.370297898857281,
-0.4,-0.370297898857281,
-0.4,-0.370626367444889,
-0.390326675504735,-0.370432900954984,
-0.346138818458161,-0.369355677324147,
-0.4,-0.369355677324147,
-0.305955585995555,-0.367671662839742,-0.373899123358624
-0.318216843019683,-0.366527781117725,-0.373081291788821
-0.4,-0.367665207470595,-0.373081291788821
-0.343111715796205,-0.366527441786519,-0.372512408946783
-0.4,-0.369222109277229,-0.372512408946783
-0.357352826053535,-0.3683691657983,-0.372652920867688
-0.4,-0.369450674667268,-0.372652920867688
-0.4,-0.370390073979129,-0.372652920867688
-0.4,-0.370422118079951,-0.372652920867688
-0.4,-0.37042211807995,-0.373018052850363
-0.4,-0.370731386188384,-0.373027687056666
-0.328101175594199,-0.369293409700268,-0.372308698812608
-0.343342086981537,-0.368160251439899,-0.372099114084266
-0.4,-0.368767234034508,-0.372148660461333
-0.4,-0.368965875399029,-0.372289478839044
-0.4,-0.371348973502528,-0.372289478839044
-0.337591201387744,-0.371438559512083,-0.371665390852921
-0.387994667060219,-0.371198452853287,-0.372205489990681
-0.367685105019975,-0.371836374286725,-0.371882341040881
-0.346094783240388,-0.370758269951533,-0.371543252228738
-0.4,-0.370758269951533,-0.372064061712849
-0.4,-0.370758269951533,-0.372064061712849
-0.298972060876529,-0.369848766879854,-0.371053782321614
-0.389026263222248,-0.369629292144299,-0.371521776873947
-0.4,-0.371289082867867,-0.371521776873947
-0.4,-0.371289082867867,-0.3719810751822
-0.4,-0.371289082867867,-0.372721102302516
-0.4,-0.371289082867867,-0.373542875204034
-0.389002870687081,-0.372054518421569,-0.373432903910905
-0.347626218139933,-0.371007042784367,-0.372909166092304
-0.4,-0.371772972646787,-0.372909166092304
-0.310342177549512,-0.370052173399178,-0.372680259988617
-0.308950911527594,-0.368873966600133,-0.372069788288556
-0.36396053062451,-0.369136448716951,-0.371709393594801
-0.222487505136303,-0.366230005388856,-0.369934268646164
-0.395518687429158,-0.368786082250635,-0.369889455520456
-0.329287831324319,-0.369601672028146,-0.369342447117011
-0.4,-0.36978486585249,-0.371024956274487
-0.382003189687809,-0.369935621762259,-0.370844988171365
-0.4,-0.369935621762259,-0.371195949132124
-0.39069500317057,-0.371194643661089,-0.371102899163829
-0.280045272522228,-0.370630991779039,-0.369903351889052
-0.4,-0.370630991779039,-0.370563080031765
-0.4,-0.370686985017706,-0.370947249488738
-0.37450619053242,-0.371086723930843,-0.370692311394062
-0.256592074304106,-0.368218565416925,-0.369258232137103
-0.4,-0.368218565416925,-0.369422466430907
-0.397088163885511,-0.368353795184541,-0.369393348069762
-0.386106835421877,-0.369153155523815,-0.369254416423981
-0.4,-0.369153155523815,-0.369254416423981
-0.363013261371983,-0.370294309031344,-0.368982985935543
-0.397007907896012,-0.37187013032887,-0.369198955723297
-0.354596234871148,-0.370962055026293,-0.369313631248444
-0.380078170155968,-0.371701384113488,-0.369114412950003
-0.4,-0.371701384113488,-0.370461746695358
-0.4,-0.372554327592418,-0.370461746695358
-0.306465334318887,-0.370683634278795,-0.370067154473031
-0.4,-0.370683634278795,-0.370536854128962
-0.4,-0.370683634278795,-0.370552876179373
